Time,lng,lat,NPMLeft,NPMRight,HeadingAngle,TraceAngle,ShipSpeed,RudderAngle
9:42,119.670393,39.853339,32.000000,16.000000,269.890000,269.890000,6.814349,1.683210
9:42,119.670313,39.853337,4.000000,8.000000,270.234000,270.234000,6.802441,1.684843
9:42,119.670233,39.853336,40.000000,8.000000,270.443000,270.443000,6.840619,1.674975
9:42,119.670153,39.853336,20.000000,8.000000,270.194000,270.194000,6.868913,1.401564
9:42,119.670081,39.853334,32.000000,12.000000,269.655000,269.655000,6.925690,-0.871933
9:42,119.669999,39.853333,8.000000,12.000000,269.376000,269.376000,7.021564,-0.864427
9:42,119.669917,39.853332,28.000000,12.000000,269.081000,269.081000,7.067722,-0.899657
9:42,119.669834,39.853332,12.000000,12.000000,268.929000,268.929000,7.082534,-0.883791
9:42,119.669751,39.853331,80.000000,12.000000,269.467000,269.467000,7.145072,1.618584
9:42,119.669667,39.853330,20.000000,12.000000,269.647000,269.647000,7.093044,1.620822
9:42,119.669585,39.853330,80.000000,8.000000,270.136000,270.136000,7.036003,1.640170
9:42,119.669503,39.853330,16.000000,8.000000,270.817000,270.817000,6.989023,1.628132
9:42,119.669430,39.853330,24.000000,8.000000,270.389000,270.389000,6.889029,1.648161
9:42,119.669349,39.853330,16.000000,12.000000,270.189000,270.189000,6.855389,1.628304
9:42,119.669269,39.853330,28.000000,8.000000,269.994000,269.994000,6.907813,1.615266
9:42,119.669188,39.853328,20.000000,8.000000,269.062000,269.062000,6.922444,1.618044
9:42,119.669107,39.853326,24.000000,8.000000,268.499000,268.499000,6.960634,-0.625659
9:42,119.669025,39.853324,12.000000,12.000000,268.019000,268.019000,6.978548,-0.648276
9:42,119.668944,39.853322,40.000000,12.000000,267.283000,267.283000,6.984497,-0.599310
9:42,119.668871,39.853320,24.000000,8.000000,267.348000,267.348000,7.006213,-0.639082
9:42,119.668789,39.853318,32.000000,8.000000,267.626000,267.626000,7.044004,-0.656660
9:42,119.668708,39.853317,16.000000,12.000000,267.912000,267.912000,6.993215,-0.644057
9:42,119.668626,39.853315,36.000000,12.000000,268.857000,268.857000,6.986249,-0.640279
9:42,119.668545,39.853315,12.000000,8.000000,269.889000,269.889000,6.915084,-0.627714
9:42,119.668465,39.853315,24.000000,8.000000,270.512000,270.512000,6.785011,-0.614767
9:42,119.668386,39.853315,12.000000,8.000000,271.300000,271.300000,6.737258,-0.396994
9:42,119.668308,39.853315,20.000000,12.000000,271.362000,271.362000,6.681013,1.715105
9:42,119.668238,39.853314,44.000000,12.000000,270.883000,270.883000,6.686989,1.748254
9:42,119.668160,39.853313,36.000000,12.000000,270.559000,270.559000,6.750439,3.712397
9:42,119.668080,39.853313,20.000000,8.000000,269.996000,269.996000,6.791002,3.681536
9:42,119.668001,39.853312,32.000000,12.000000,269.434000,269.434000,6.820142,3.738768
9:42,119.667921,39.853311,8.000000,16.000000,269.408000,269.408000,6.836001,3.737170
9:42,119.667841,39.853310,20.000000,12.000000,268.709000,268.709000,6.835763,3.710415
